Dept.,Crs.,Sections,E/En,Prov.,R/O,Author,Title,Vl,Ed,Publisher,Cp,B,Price,Category,Picture,tax_status,tax_class,,Default
BU,227,M,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227M.JPG,taxable,standard-rate,,
BU,227,N,0,1435,R,LIBBY ET AL,FINANCIAL ACCOUNTING W/CONNECT 4TH CDN,,4,MCGRAW,20,H,140.95,Textbook->Business->200,BU227N.JPG,taxable,standard-rate,,
BU,227,OC1,75,35,R,PHILLIPS ET AL,FUNDAMENTALS OF FINANCIAL ACCOUNTING 3RD CAN E,,3,MCGRAW,,H,129.95,Textbook->Business->200,BU227OC1.JPG,taxable,standard-rate,,
BU,231,B1,0,760,R,SMYTH ET AL,LAW AND BUSINESS ADMINISTRATION IN CANADA 13/E,,13,PEARSON,20,H,152.95,Textbook->Business->200,BU231B1.JPG,taxable,standard-rate,,
BU,231,B2,0,760,R,SMYTH ET AL,LAW AND BUSINESS ADMINISTRATION IN CANADA 13/E,,13,PEARSON,20,H,152.95,Textbook->Business->200,BU231B2.JPG,taxable,standard-rate,,
BU,231,B3,0,760,R,SMYTH ET AL,LAW AND BUSINESS ADMINISTRATION IN CANADA 13/E,,13,PEARSON,20,H,152.95,Textbook->Business->200,BU231B3.JPG,taxable,standard-rate,,
BU,231,B4,0,760,R,SMYTH ET AL,LAW AND BUSINESS ADMINISTRATION IN CANADA 13/E,,13,PEARSON,20,H,152.95,Textbook->Business->200,BU231B4.JPG,taxable,standard-rate,,
BU,231,C,0,760,R,SMYTH ET AL,LAW AND BUSINESS ADMINISTRATION IN CANADA 13/E,,13,PEARSON,20,H,152.95,Textbook->Business->200,BU231C.JPG,taxable,standard-rate,,
BU,231,D,0,760,R,SMYTH ET AL,LAW AND BUSINESS ADMINISTRATION IN CANADA 13/E,,13,PEARSON,20,H,152.95,Textbook->Business->200,BU231D.JPG,taxable,standard-rate,,
BU,231,E,0,760,R,SMYTH ET AL,LAW AND BUSINESS ADMINISTRATION IN CANADA 13/E,,13,PEARSON,20,H,152.95,Textbook->Business->200,BU231E.JPG,taxable,standard-rate,,
BU,231,F,0,760,R,SMYTH ET AL,LAW AND BUSINESS ADMINISTRATION IN CANADA 13/E,,13,PEARSON,20,H,152.95,Textbook->Business->200,BU231F.JPG,taxable,standard-rate,,
BU,231,G,0,760,R,SMYTH ET AL,LAW AND BUSINESS ADMINISTRATION IN CANADA 13/E,,13,PEARSON,20,H,152.95,Textbook->Business->200,BU231G.JPG,taxable,standard-rate,,
BU,231,OC1,75,760,R,SMYTH ET AL,LAW AND BUSINESS ADMINISTRATION IN CANADA 13/E,,13,PEARSON,20,H,152.95,Textbook->Business->200,BU231OC1.JPG,taxable,standard-rate,,
BU,231,P1,0,760,R,SMYTH ET AL,LAW AND BUSINESS ADMINISTRATION IN CANADA 13/E,,13,PEARSON,20,H,152.95,Textbook->Business->200,BU231P1.JPG,taxable,standard-rate,,
BU,233,OC1,60,40,R,KAPOOR ET AL,PERSONAL FINANCE 5/E W/CONNECT + ETEXT,,5T,MCGRAW,,P,129.95,Textbook->Business->200,BU233OC1.JPG,taxable,standard-rate,,
BU,247,OC1,75,30,R,ATKINSON ET AL,INFORMATION FOR DECISION MAKING AND STRATEGY E,,,PEARSON,,,178.95,Textbook->Business->200,BU247OC1.JPG,taxable,standard-rate,,
BU,255,B1,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255B1.JPG,taxable,standard-rate,,
BU,255,B2,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255B2.JPG,taxable,standard-rate,,
BU,255,B3,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255B3.JPG,taxable,standard-rate,,
BU,255,B4,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255B4.JPG,taxable,standard-rate,,
BU,255,C,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255C.JPG,taxable,standard-rate,,
BU,255,D,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255D.JPG,taxable,standard-rate,,
BU,255,E,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255E.JPG,taxable,standard-rate,,
BU,255,F,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255F.JPG,taxable,standard-rate,,
BU,255,G,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255G.JPG,taxable,standard-rate,,
BU,255,H,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255H.JPG,taxable,standard-rate,,
BU,255,J,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255J.JPG,taxable,standard-rate,,
BU,255,K,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255K.JPG,taxable,standard-rate,,
BU,255,L,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255L.JPG,taxable,standard-rate,,
BU,255,M,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255M.JPG,taxable,standard-rate,,
BU,255,N,0,0,R,"BLACK, CHAKRAPA",BUSINESS STATISTICS FOR CONTEMPORARY DECISION,,,WILEY,,H,143.95,Textbook->Business->200,BU255N.JPG,taxable,standard-rate,,
BU,288,A1,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288A101.JPG,taxable,standard-rate,,
BU,288,A1,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288A102.JPG,taxable,standard-rate,,
BU,288,A2,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288A201.JPG,taxable,standard-rate,,
BU,288,A2,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288A202.JPG,taxable,standard-rate,,
BU,288,A3,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288A301.JPG,taxable,standard-rate,,
BU,288,A3,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288A302.JPG,taxable,standard-rate,,
BU,288,A4,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288A401.JPG,taxable,standard-rate,,
BU,288,A4,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288A402.JPG,taxable,standard-rate,,
BU,288,A5,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288A501.JPG,taxable,standard-rate,,
BU,288,A5,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288A502.JPG,taxable,standard-rate,,
BU,288,H,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288H01.JPG,taxable,standard-rate,,
BU,288,H,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288H02.JPG,taxable,standard-rate,,
BU,288,J,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288J01.JPG,taxable,standard-rate,,
BU,288,J,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288J02.JPG,taxable,standard-rate,,
BU,288,K,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288K01.JPG,taxable,standard-rate,,
BU,288,K,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288K02.JPG,taxable,standard-rate,,
BU,288,L,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288L01.JPG,taxable,standard-rate,,
BU,288,L,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288L02.JPG,taxable,standard-rate,,
BU,288,M,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288M01.JPG,taxable,standard-rate,,
BU,288,M,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288M02.JPG,taxable,standard-rate,,
BU,288,N,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288N01.JPG,taxable,standard-rate,,
BU,288,N,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288N02.JPG,taxable,standard-rate,,
BU,288,P1,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288P101.JPG,taxable,standard-rate,,
BU,288,P1,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288P102.JPG,taxable,standard-rate,,
BU,288,P2,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288P201.JPG,taxable,standard-rate,,
BU,288,P2,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288P202.JPG,taxable,standard-rate,,
BU,288,P3,0,0,R,N/A,BU 288 COURSE PACKAGE 134,,,WLUPS,,P,15.95,Textbook->Business->200,BU288P301.JPG,taxable,standard-rate,,
BU,288,P3,0,525,R,JOHNS & SAKS,ORGANIZATIONAL BEHAVIOUR: UNDERSTANDING AND MA,,,PEARSON,,H,145.6,Textbook->Business->200,BU288P302.JPG,taxable,standard-rate,,
BU,311,A,0,33,R,"TIMMONS, SPINEL","NEW VENTURE CREATION, CDN EDITION",,,MCGRAW,,,138.95,Textbook->Business->300,BU311A.JPG,taxable,standard-rate,,
BU,352,A1,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352A1.JPG,taxable,standard-rate,,
BU,352,A2,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352A2.JPG,taxable,standard-rate,,
BU,352,A3,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352A3.JPG,taxable,standard-rate,,
BU,352,A4,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352A4.JPG,taxable,standard-rate,,
BU,352,A5,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352A5.JPG,taxable,standard-rate,,
BU,352,B,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352B.JPG,taxable,standard-rate,,
BU,352,C,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352C.JPG,taxable,standard-rate,,
BU,352,D,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352D.JPG,taxable,standard-rate,,
BU,352,E,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352E.JPG,taxable,standard-rate,,
BU,352,F,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352F.JPG,taxable,standard-rate,,
BU,352,G,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352G.JPG,taxable,standard-rate,,
BU,352,H,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352H.JPG,taxable,standard-rate,,
BU,352,J,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352J.JPG,taxable,standard-rate,,
BU,352,K,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352K.JPG,taxable,standard-rate,,
BU,352,L,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352L.JPG,taxable,standard-rate,,
BU,352,M,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352M.JPG,taxable,standard-rate,,
BU,352,N,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352N.JPG,taxable,standard-rate,,
BU,352,P1,60,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352P1.JPG,taxable,standard-rate,,
BU,352,P2,40,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352P2.JPG,taxable,standard-rate,,
BU,352,P3,20,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352P3.JPG,taxable,standard-rate,,
BU,352,P4,30,700,R,GREWAL ET AL,MARKETING 2ND CDN ED W/CONNECT,,,MCGRAW,,,129.95,Textbook->Business->300,BU352P4.JPG,taxable,standard-rate,,
BU,353,A,0,45,R,N/A,RISK MANAGEMENT & INSURANCE CUSTOM,,,MCGRAW,,P,85.95,Textbook->Business->300,BU353A.JPG,taxable,standard-rate,,
BU,354,N,0,34,R,PEARSON CUSTOM,HUMAN RESOURCE MANAGEMENT IN CANADA,,,PEARSON,,P,138.95,Textbook->Business->300,BU354N.JPG,taxable,standard-rate,,
BU,354,P1,0,34,R,PEARSON CUSTOM,HUMAN RESOURCE MANAGEMENT IN CANADA,,,PEARSON,,P,138.95,Textbook->Business->300,BU354P101.JPG,taxable,standard-rate,,
BU,354,P1,0,34,R,PEARSON CUSTOM,HUMAN RESOURCE MANAGEMENT IN CANADA,,,PEARSON,,P,138.95,Textbook->Business->300,BU354P102.JPG,taxable,standard-rate,,
BU,357,A,0,166,R,N/A,CANADIAN INCOME TAXATION BUNDLE 34TH ED,,34,CCH,,H,244,Textbook->Business->300,BU357A.JPG,taxable,standard-rate,,
BU,357,B,0,166,R,N/A,CANADIAN INCOME TAXATION BUNDLE 34TH ED,,34,CCH,,H,244,Textbook->Business->300,BU357B.JPG,taxable,standard-rate,,
BU,357,C,0,166,R,N/A,CANADIAN INCOME TAXATION BUNDLE 34TH ED,,34,CCH,,H,244,Textbook->Business->300,BU357C.JPG,taxable,standard-rate,,
BU,362,P1,40,35,R,N/A,BU 362 COURSE PACKAGE,,,WLUPS,,P,119.95,Textbook->Business->300,BU362P1.JPG,taxable,standard-rate,,
BU,383,A1,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383A101.JPG,taxable,standard-rate,,
BU,383,A1,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383A102.JPG,taxable,standard-rate,,*
BU,383,A2,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383A201.JPG,taxable,standard-rate,,
BU,383,A2,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383A202.JPG,taxable,standard-rate,,*
BU,383,A3,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383A301.JPG,taxable,standard-rate,,
BU,383,A3,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383A302.JPG,taxable,standard-rate,,*
BU,383,A4,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383A401.JPG,taxable,standard-rate,,
BU,383,A4,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383A402.JPG,taxable,standard-rate,,*
BU,383,A5,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383A501.JPG,taxable,standard-rate,,
BU,383,A5,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383A502.JPG,taxable,standard-rate,,*
BU,383,B,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383B01.JPG,taxable,standard-rate,,
BU,383,B,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383B02.JPG,taxable,standard-rate,,*
BU,383,C,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383C01.JPG,taxable,standard-rate,,
BU,383,C,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383C02.JPG,taxable,standard-rate,,*
BU,383,D,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383D01.JPG,taxable,standard-rate,,
BU,383,D,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383D02.JPG,taxable,standard-rate,,*
BU,383,E,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383E01.JPG,taxable,standard-rate,,
BU,383,E,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383E02.JPG,taxable,standard-rate,,*
BU,383,F,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383F01.JPG,taxable,standard-rate,,
BU,383,F,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383F02.JPG,taxable,standard-rate,,*
BU,383,G,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383G01.JPG,taxable,standard-rate,,
BU,383,G,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383G02.JPG,taxable,standard-rate,,*
BU,383,H,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383H01.JPG,taxable,standard-rate,,
BU,383,H,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383H02.JPG,taxable,standard-rate,,*
BU,383,J,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383J01.JPG,taxable,standard-rate,,
BU,383,J,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383J02.JPG,taxable,standard-rate,,*
BU,383,K,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383K01.JPG,taxable,standard-rate,,
BU,383,K,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383K02.JPG,taxable,standard-rate,,*
BU,383,L,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383L01.JPG,taxable,standard-rate,,
BU,383,L,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383L02.JPG,taxable,standard-rate,,*
BU,383,M,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383M01.JPG,taxable,standard-rate,,
BU,383,M,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383M02.JPG,taxable,standard-rate,,*
BU,383,N,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383N01.JPG,taxable,standard-rate,,
BU,383,N,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383N02.JPG,taxable,standard-rate,,*
BU,383,P1,0,0,R,N/A,CORPORATE FINANCE ETEXT PRINTED ACCESS CARD (P,,,PEARSON,,,117.95,Textbook->Business->300,BU383P101.JPG,taxable,standard-rate,,
BU,383,P1,0,0,R,N/A,CORPORATE FINANCE PRINTED TEXT + PRINTED ACCES,,,PEARSON,,,139.95,Textbook->Business->300,BU383P102.JPG,taxable,standard-rate,,*
BU,385,A1,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385A1.JPG,taxable,standard-rate,,
BU,385,A2,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385A2.JPG,taxable,standard-rate,,
BU,385,A3,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385A3.JPG,taxable,standard-rate,,
BU,385,A4,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385A4.JPG,taxable,standard-rate,,
BU,385,A5,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385A5.JPG,taxable,standard-rate,,
BU,385,B,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385B.JPG,taxable,standard-rate,,
BU,385,C,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385C.JPG,taxable,standard-rate,,
BU,385,D,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385D.JPG,taxable,standard-rate,,
BU,385,E,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385E.JPG,taxable,standard-rate,,
BU,385,F,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385F.JPG,taxable,standard-rate,,
BU,385,G,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385G.JPG,taxable,standard-rate,,
BU,385,H,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385H.JPG,taxable,standard-rate,,
BU,385,J,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385J.JPG,taxable,standard-rate,,
BU,385,K,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385K.JPG,taxable,standard-rate,,
BU,385,L,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385L.JPG,taxable,standard-rate,,
BU,385,M,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385M.JPG,taxable,standard-rate,,
BU,385,N,0,385,R,HOJATI & STEVEN,OPERATIONS MANAGEMENT 4TH CANADIAN W/ACCESS,,4T,MCGRAW,20,H,159.95,Textbook->Business->300,BU385N.JPG,taxable,standard-rate,,
